property_name,bhk,areaWithType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,description,price_per_sqft,price
"4 BHK Apartment for Sale in Sangini Arise, Vesu Surat",4,Super Area,4200,New Property,Ready to Move,6,12,Unfurnished,East,Luxurious flat for sell in Surat citys prime Location with all aminities.Read more,7800.0,3.27
"4 BHK Apartment for Sale in Rajhans Cremona, Vesu Surat",4,Super Area,4000,New Property,Poss. by Dec '25,5,11,Unfurnished,East,"Check out Rajhans Cremona in Vesu, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Rajhans Cremona. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",6500.0,2.6
4 BHK Apartment for Sale in Vesu Surat,4,Super Area,3550,New Property,Poss. by Mar '25,6,13,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,6000.0,2.13
"4 BHK Apartment for Sale in Veer Supremus, Pal Surat",4,Super Area,2855,New Property,Poss. by Jul '24,5,13,Unfurnished,East,5 And 4 BHK Luxurious Flat For Sell With All Aminities.,5800.0,1.65
5 BHK Apartment for Sale in Vesu Surat,5,Super Area,5000,New Property,Poss. by Jan '25,5,12,Unfurnished,South -West,"3 ,4 And 5 BHK Luxurious Flat For sell With Well Known Builder Project In Vesu Prime Locations.Read more",6300.0,3.15
"4 BHK Apartment for Sale in Rajhans Eronzza, Vesu Surat",4,Super Area,3500,New Property,Poss. by Dec '24,1,11,Unfurnished,North - East,"Heres everything you need to know about the mustknow features of this housing society along with Rajhans Eronzza  Photos,  Floor Plans,  Brochure download procedure  and other exciting facts about your future homeRead more",7200.0,2.52
4 BHK Apartment for Sale in Pal Surat,4,Super Area,4000,New Property,Poss. by Aug '24,4,9,Unfurnished,East,4 BHK Luxurious Flat For Sell In Pal .Contact For More Details.,6000.0,2.4
"3 BHK Apartment for Sale in Rajhans Montessa, Dumas Road Surat",3,Super Area,3006,New Property,Poss. by Mar '25,4,12,Unfurnished,South -West,3 and 4 BHK Luxurious Flat For Sell In Vesu Prime Area with Ultra Luxurious Aminities.Read more,6500.0,1.95
"6 BHK Apartment for Sale in Rajhans Eronzza, Vesu Surat",6,Super Area,6500,New Property,Poss. by Dec '25,5,20,Unfurnished,East,"Check out Rajhans Eronzza in Vesu, one of the upcoming under construction housing societies in Surat. There are apartments for sale in Rajhans Eronzza. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",8000.0,5.2
"4 BHK Apartment for Sale in Veer Supremus, Adajan Surat",4,Super Area,2855,New Property,Poss. by Feb '26,7,14,Unfurnished,East,4 BHK Ulta Luxurious Flat In Adajan Pal Area With All Aminities.,5900.0,1.68
"5 BHK Apartment for Sale in Avadh Classima, Rundh Surat",5,Super Area,8500,New Property,Poss. by Apr '25,7,12,Unfurnished,East,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more,8500.0,7.22
"5 BHK Apartment for Sale in D and M Elysium Avenue, Piplod Surat",5,Super Area,7000,New Property,Ready to Move,7,11,Unfurnished,East,Very good location for luxary residents4 car allotted parkingEach floor 2 flatGood locality for luxary peopleRedy possionRead more,8000.0,5.6
"4 BHK Apartment for Sale in Sangini Aura, Pal Surat",4,Super Area,3200,New Property,Poss. by Dec '24,7,10,Unfurnished,East,3 And 4 BHK Ultra Luxurious Flat for Sale in Pal Area With Good Locality Near Pal Umra Bridge.Read more,5500.0,1.76
"4 BHK Apartment for Sale in Avadh Onella, Dumas Road Surat",4,Super Area,3600,New Property,Poss. by Apr '25,8,12,Unfurnished,East,,5000.0,1.8
"4 BHK Apartment for Sale in Pramukh Ananta, Vesu Surat",4,Carpet Area,1900,New Property,Poss. by Dec '27,5,12,Unfurnished,South - East,"Check out Pramukh Ananta in Vesu, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Pramukh Ananta. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",7000.0,2.41
"6 BHK Apartment for Sale in Avadh Classima, Rundh Surat",6,Super Area,9000,New Property,Poss. by Apr '25,7,12,Unfurnished,South -West,,8500.0,7.65
4 BHK Apartment for Sale in Vesu Surat,4,Super Area,3200,New Property,Poss. by Dec '24,5,11,Unfurnished,South -West,"Milestone Regalia is an ultimate reflection of the urban chic lifestyle located in Second VIP Road, Surat. The project hosts in its lap exclusively designed Residential Apartments, each being an epitome of elegance and simplicity.Read more",5850.0,1.87
4 BHK Apartment for Sale in VIP Road Surat,4,Super Area,4000,New Property,Poss. by Dec '24,4,12,Unfurnished,East,,7600.0,3.04
"4 BHK Apartment for Sale in Rajgreen Vanilla Sky, Vesu Surat",4,Carpet Area,2970,New Property,Ready to Move,5,18,Unfurnished,North,"Check out Rajgreen Vanilla Sky in Vesu, one of the upcoming underconstruction housing societies in Surat. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",6944.0,3.75
5 BHK Apartment for Sale in VIP Road Surat,5,Super Area,4200,New Property,Poss. by Dec '24,5,12,Unfurnished,East,,7600.0,3.19
"4 BHK Apartment for Sale in Milestone Palacio, Athwa Surat",4,Carpet Area,2545,Resale,Ready to Move,6,12,Unfurnished,South - East,"The property has a pipedGas.The apartment is in a society that has amenities such as a fitness centregym, swimming pool and park. Additionally, it offers full power backUp.It offers one covered parking space. The flat is located in a gated society.This is a freehold property.Read more",6000.0,2.77
"4 BHK Apartment for Sale in Bblossom The Presidency, VIP Road Surat",4,Carpet Area,2000,New Property,Poss. by Aug '24,6,12,Unfurnished,South - East,nearly dimond bruseconnect air portnearly 2 k m reliance mall,5500.0,2.03
"5 BHK Apartment for Sale in Triyom Palace, Vesu Surat",5,Carpet Area,3300,New Property,Poss. by Dec '24,7,11,Unfurnished,North - East,"Introducing Triyom. We at Triyom understand the importance of spaces. We believe that wellbeing is an expression of the three dimensions of divinity  mental peace, Nature and physical balance. Every Triyom home embodies the three essences to give you an exquisite holistic Inner experience. Our properties are carefully handcrafted using elements and design chosen to envelop you in a spatial language of peaceful living that lets you transcend into divine by nature.Read more",8000.0,4.8
"4 BHK Apartment for Sale in Rajhans Montessa, Dumas Road Surat",4,Super Area,3945,New Property,Poss. by Feb '25,6,12,Unfurnished,South -West,3 and 4 BHK Luxurious Flat For Sell In Vesu Prime Area with Ultra Luxurious Aminities.Read more,6500.0,2.56
"4 BHK Apartment for Sale in Laxmi Aarambh, Vesu Surat",4,Super Area,3700,New Property,Ready to Move,5,12,Unfurnished,East,"Looking for a 4 bhk property for sale in surat Buy this 4 bhk flat in dmd park that is situated in vesu, surat. The flat is southFacing. Constructed on a super built up area of 3700 sq.Ft., the flat comprises 4 bedrooms, 4 bathrooms and 1 balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor. This residential property is still under construction and will be available for possession by december 2023. The beautifully designed granite flooring enhances the beauty of the flat.Read more",5800.0,2.14
"4 BHK Apartment for Sale in Green Serene, Rundh Surat",4,Super Area,4000,New Property,Ready to Move,6,12,Unfurnished,East,"property in Peace full location,River facing, main Road view. all flats view is River, RoadRead more",8512.0,3.4
"5 BHK Apartment for Sale in Rajgreen Vanilla Sky, Vesu Surat",5,Super Area,7535,New Property,Ready to Move,5,12,Unfurnished,East,"Situated in vesu, surat, dmd park is a well planned society that offers a pleasant living experience to its residents. This 5 bhk flat in surat is your opportunity to be a part of this community. The flat is facing the northEast direction. The flat is over 7535 sq.Ft. Super built up area and comes with 5 bedrooms, 5 bathrooms and 2 balconies. This flat lies on the 8th level of a 12 storey building. This residential property  available for ready  possession.Read more",6800.0,5.12
"4 BHK Apartment for Sale in Avantis Ofira Posh, Bharthana Surat",4,Super Area,4580,New Property,Ready to Move,6,12,Unfurnished,East,Luxurious flat for sell in Surat citys prime Location with all aminities.Read more,5500.0,2.51
"5 BHK Apartment for Sale in Surya Heritage, Vesu Surat",5,Super Area,7150,New Property,Ready to Move,5,11,Unfurnished,East,"Situated in vesu, surat, dmd park is a well planned society that offers a pleasant living experience to its residents. This 5 bhk flat in surat is your opportunity to be a part of this community. The flat is facing the northEast direction. The flat is over 7150 sq.Ft. Super built up area and comes with 5 bedrooms, 5 bathrooms and 1 balconies. This flat lies on the 8th level of a 12 storey building. This residential property is still under construction and will be available for possession by december 2023.Read more",8000.0,5.72
"4 BHK Apartment for Sale in Sangini Arise, Vesu Surat",4,Super Area,4150,Resale,Ready to Move,2,19,Unfurnished,East,"he beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provide a pleasant living experience for you. This residential project ensures a 247 water supply for its residents.Read more",7500.0,3.11
"4 BHK Apartment for Sale in Atlanta Eliza, Vesu Surat",4,Carpet Area,2338,New Property,Ready to Move,5,14,Unfurnished,North,"This society will have all basic facilities and amenities to suit homebuyers needs and requirements.  Brought to you by Shree Krishna Group Surat,  Shree Krishna Atlanta Eliza is scheduled for possession in Jun, 2023.Read more",7765.0,3.3
"4 BHK Apartment for Sale in D and M Elysium Avenue, Piplod Surat",4,Carpet Area,3135,New Property,Ready to Move,5,11,Unfurnished,North - East,"Multistorey apartment is available for sale. D and M Elysium Avenue in Piplod, Surat is a ready to move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences.Read more",8200.0,4.67
"3 BHK Apartment for Sale in Avantis Ofira Siesta, VIP Road Surat",3,Carpet Area,1540,New Property,Ready to Move,6,13,Unfurnished,North - East,Luxurious Flat For Sell With Prime Location And Ultra Luxurious Aminities .Read more,6500.0,1.82
"5 BHK Apartment for Sale in Sangini Arise, Bharthana Surat",5,Super Area,5000,New Property,Ready to Move,5,18,Unfurnished,South - East,"Check out Sangini Arise in Bharthana, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Sangini Arise. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",7000.0,3.5
"4 BHK Apartment for Sale in Green Valley, Bharthana Surat",4,Super Area,4500,Resale,Ready to Move,6,13,Unfurnished,North,"When it comes to beautiful homes, nothing beats us. With our appealing 45 BHK flats, enjoy the beauty of living life the luxurious way. Along with being located in the heart of the city, we are ecoconscious and believe in promoting an ecofriendly lifestyle.Our carefully planned layout, landscape, architecture, interior design  stateoftheart residential amenities, lifestyle here will be a truly luxurious  blissful experience.Read more",6667.0,3.0
"4 BHK Apartment for Sale in Samprati Palace, Vesu Surat",4,Super Area,3400,Resale,Ready to Move,5,12,Unfurnished,South,"Looking for a 4 bhk property for sale in surat Buy this 4 bhk flat in dmd park that is situated in vesu, surat. The flat is southFacing. Constructed on a super built up area of 3400 sq.Ft., the flat comprises 4 bedrooms, 4 bathrooms and 1balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor. This residential property is  available ready possession.Read more",6000.0,2.04
"4 BHK Apartment for Sale in Sangini Siddhanta, Vesu Surat",4,Super Area,4000,New Property,Ready to Move,5,12,Unfurnished,East,"Looking for a 4 bhk property for sale in surat Buy this 4 bhk flat in sangini sidhanta  that is situated in vesu, surat. The flat is southFacing. Constructed on a super built up area of 4000 sq.Ft., the flat comprises 4 bedrooms, 4 bathrooms and 1 balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor.Read more",8000.0,3.2
4 BHK Apartment for Sale in Vesu Surat,4,Carpet Area,2475,New Property,Poss. by Dec '25,5,11,Unfurnished,North - East,"Amid the hustle and bustle of the fastpaced city, lies a calm and comfortable abode.Read more",,
"6 BHK Apartment for Sale in Millionaires Lifestyle, Vesu Surat",6,Carpet Area,2000,New Property,Poss. by Dec '26,5,12,Unfurnished,South - East,"Check out Millionaires Lifestyle in Vesu, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Millionaires Lifestyle.Read more",,
4 BHK Apartment for Sale in Vesu Surat,4,Carpet Area,1870,New Property,Poss. by Dec '25,6,11,Unfurnished,North - East,"Check out Anand Happy Astoria in Vesu, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Anand Happy Astoria. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",,
"4 BHK Apartment for Sale in Savan Superia, Althan Surat",4,Super Area,3600,New Property,Poss. by Dec '25,5,16,Unfurnished,South - East,"Superia is a premium residential project launched by construction firm Savan Infraavenue in Althan, Surat. The project will be built on an area of 1.7 acres and is offering beautiful and comfortable 4 BHK apartments for sale. Carpet area of 4 BHK apartments is in the range of 1486 to 1776 sq ft. Amenities available for the convenience of residents are car parking areas, landscaped gardens, swimming pool, gymnasium, party hall, library, childrens play area, banquet hall, indoor games, spa and sauna facility, and other facilities are provided in the complex.Read more",,
"4 BHK Apartment for Sale in Roongta Green Valley, Vesu Surat",4,Super Area,4500,New Property,Ready to Move,3,12,Unfurnished,North,"Roongta Green Valley is one of the popular residential project in Vesu, Surat. It has lavish yet thoughtfully designed 8 Towers and 208 residences.::::Status::::Under Construction::::Possession by::::Apr 24::::Total Units::::208::::Total Towers::::8::::Project Area::::3 Acre::::Full Address::::Ashirwad Society, Bharthana, Surat, Gujarat::::Pincode::::395003Read more",,
