property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price
"5 BHK Penthouse for Sale in Avadh Onella, Dumas Road Surat",Super Area,5934 sqft,Unfurnished,Poss. by Dec '26,New Property,Avadh Onella,1 Open,"Penthouse for Sale in Dumas Road, Surat. Covered area is 5934.0  Sq-ft. This property belongs to ""Avadh Onella"" .Read more","₹5,000 per sqft ",₹2.96 Cr 
"4 BHK Apartment for Sale in Freedom Tower, Vesu Surat",Super Area,3047 sqft,Unfurnished,Poss. by Dec '24,New Property,Freedom Tower,4,"Multistorey Apartment for Sale in Vesu, Surat. Covered area is 3047.0  Sq-ft. This property belongs to ""Freedom Tower"" .Read more","₹6,111 per sqft ",₹1.86 Cr 
4 BHK Apartment for Sale in Adajan Surat,Carpet Area,1688 sqft,New Property,Poss. by Jun '25,9 out of 12,Unfurnished,East,The project has 4 bhk multistorey apartments. The project has 2 towers of 12 storeys. All the apartments has east west entry as per vastu compliance. The project is near by schools markets and close to main road. The project has all the amenities with parkings. The apartment has 3070 square feet super build up areaRead more,"₹5,550 per sqft ",₹1.70 Cr 
"3 BHK Apartment for Sale in Sangini Lakeville, Vesu Surat",Super Area,3000 sqft,New Property,Poss. by Dec '25,3 out of 20,Unfurnished,East,A spectacular High rise Apartment With A great view of Lake in the heart of cityRead more,"₹6,500 per sqft ",₹1.95 Cr 
"4 BHK Apartment for Sale in DMD Park, Vesu Surat",Super Area,3510 sqft,New Property,Poss. by Sep '24,7 out of 12,Unfurnished,South -West,4 BHK Luxurious Flat For Sell in Vesu With All Aminities.Contact For More Details .Read more,"₹6,809 per sqft ",₹2.39 Cr 
"4 BHK Penthouse for Sale in Shivam Shubham Sky, Pal Surat",Super Area,3800 sqft,New Property,Poss. by Apr '25,12 out of 13,Unfurnished,South -West,4 BHK Luxurious Pentahouse For Sell In pal Prime Area.,"₹5,000 per sqft ",₹1.90 Cr 
"4 BHK Apartment for Sale in Aston Aroma, Pal Surat",Super Area,3294 sqft,New Property,Poss. by Oct '25,5 out of 13,Unfurnished,East,"A 4 bedroom NEW flat, located in PAL, surat, is available. It is aUnder Construction in flat located in Astone Aroma. Situated in a prominent locality, which is in its prime condition. The flat is on the 5th floor of the building. Aesthetically designed, this property has 4 bathrooms. The property also has 1balconys. The flat has a good view of the locality. The flat is a freehold property and has a super builtUp area of 3294 sq. Ft. The flat is located in a gated society and offers good security.Read more","₹4,950 per sqft ",₹1.63 Cr 
"4 BHK Apartment for Sale in Glorina World, Vesu Surat",Super Area,3152 sqft,New Property,Ready to Move,5 out of 12,Unfurnished,East,"Looking for a 4 bhk property for sale in surat Buy this 4 bhk flat in sns glorina world that is situated in vesu, surat. The flat is southFacing. Constructed on a super built up area of 3152 sq.Ft., the flat comprises 4 bedrooms, 4 bathrooms and 1 balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor. This residential property is still under construction and will be available for possession by december 2023Read more","₹5,203 per sqft ",₹1.64 Cr 
"5 BHK Apartment for Sale in Surya Heritage, Vesu Surat",Super Area,7150 sqft,Resale,Ready to Move,2 out of 11,Unfurnished,South -West,"Spacious and Luxurious Big Flat, Fully Furnished Flat, Unused New Fully Furnished FlatRead more","₹12,028 per sqft ",₹8.60 Cr 
"4 BHK Apartment for Sale in Freedom Tower, Vesu Surat",Super Area,3047 sqft,New Property,Poss. by Dec '24,5 out of 13,Unfurnished,South -West,3Bhkand 4Bhkproject NearPrimeShoppers VesuSurat 3Bhk-2432sqft4Bhk-3047sqftRead more,"₹5,481 per sqft ",₹1.67 Cr 
4 BHK Apartment for Sale in Vesu Surat,Carpet Area,1830 sqft,Unfurnished,Ready to Move,New Property,East,Garden/Park,3 bhk  4 bhk future of living.,"₹5,491 per sqft ",₹1.73 Cr 
"5 BHK Apartment for Sale in Sangini Skyteria, Vesu Surat",Super Area,5800 sqft,New Property,Poss. by Dec '25,10 out of 18,Unfurnished,East,Prepare to be amazed by a residential masterpiece that stands as a unique landmark in Surat. This isnt just a home its a testament to your achievements and a pledge to everlasting happiness.Built with spaces that are picturesque and give you an essence of supreme skies and oblivion.Read more,"₹6,897 per sqft ",₹4 Cr 
4 BHK Apartment for Sale in Dumas Road Surat,Carpet Area,1966 sqft,New Property,Poss. by Aug '25,5 out of 10,Unfurnished,West,"Project name is The boulevardAmenitiesBanqute Hall , Outdoor Cafereria , VIP Lounge , Multi Purpose Lawn , Gymnasium ,Wellness Centre , Deck Seating , Camp Fire , Waterbody , Cycling Track , Fountain , Chit Chat CornerJacuzzi , Sculpture , Plantations , Resot Type Entry Exit , Securuty CabinRead more","₹5,000 per sqft ",₹2.18 Cr 
"4 BHK Apartment for Sale in Glorina World, Vesu Surat",Super Area,3420 sqft,New Property,Ready to Move,7 out of 13,Unfurnished,South,34 BHK apartments in prime location and top quality construction and modern amenitiesRead more,"₹5,526 per sqft ",₹1.89 Cr 
4 BHK Apartment for Sale in Vesu Canal Road Surat,Carpet Area,2400 sqft,Resale,Poss. by Aug '26,9 out of 19,Unfurnished,North,Each for 2 flats only,"₹6,494 per sqft ",₹2.76 Cr 
"3 BHK Apartment for Sale in Tulip Residency, Vesu Surat",Carpet Area,1289 sqft,Resale,Ready to Move,1 out of 10,Furnished,East,"3 BHK Luxurious Flat For SaleFully FurnishedNew Construction2345 Sq.Ft AreaVesu,Surat.Read more","₹7,463 per sqft ",₹1.75 Cr 
"4 BHK Apartment for Sale in Avadh Habitat, Dumas Road Surat",Super Area,4000 sqft,New Property,Poss. by Jan '25,8 out of 14,Unfurnished,East,Ultra luxurious project with all the great amenities anyone would want.Read more,"₹4,500 per sqft ",₹1.80 Cr 
4 BHK Apartment for Sale in Vesu Surat,Super Area,3636 sqft,New Property,Ready to Move,7 out of 12,Unfurnished,South -West,"Multistorey apartment is available for sale. It covered area of 3636 sq-ft, it is a good location property. Please contact for more details.Read more","₹6,500 per sqft ",₹2.36 Cr 
"3 BHK Apartment for Sale in Sangini Evoq, Vesu Surat",Super Area,2830 sqft,New Property,Ready to Move,16 out of 20,Unfurnished,West,"This elegant 3bedroom apartment is nestled on the 14th floor in Vesu, Surat, offering a resale opportunity in a promising locale. The property boasts a wellthoughtout design with two types of flooring Italian marble and wooden, adding a touch of sophistication. With a spacious super builtup area of 2830 sq. ft., this apartment provides ample room for comfortable living. Featuring 1 balcony and 3 bathrooms, it is ready for immediate occupancy. Ownership is freehold, and the property includes soughtafter amenities such as a clubhouse, fitness center, community center, and an infinity pool.Read more","₹7,350 per sqft ",₹2.08 Cr 
5 BHK Apartment for Sale in Pal Surat,Carpet Area,3200 sqft,New Property,Poss. by Jul '25,4 out of 13,Unfurnished,East,,"₹6,136 per sqft ",₹2.70 Cr 
5 BHK Penthouse for Sale in VIP Road Surat,Carpet Area,2900 sqft,New Property,Poss. by Oct '24,17 out of 18,Unfurnished,East,Tiles selection option available,"₹9,672 per sqft ",₹5.61 Cr 
"4 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Super Area,3200 sqft,Resale,Ready to Move,5 out of 12,Unfurnished,East,,"₹5,938 per sqft ",₹1.90 Cr 
"4 BHK Apartment for Sale in Agastya, Vesu Surat",Super Area,3513 sqft,New Property,Poss. by Jun '25,3 out of 13,Unfurnished,East,Trust of pramukh group of project like 4 bhk luxurious amenities flatsin vip road with best location and construction in vesu area. Best for user and as well as investorRead more,"₹7,051 per sqft ",₹2.47 Cr 
4 BHK Apartment for Sale in Vesu Surat,Super Area,3818 sqft,New Property,Poss. by Jan '25,5 out of 13,Unfurnished,South -West,"Modern 3  4 BHK luxurious Project with all the Ultra modern amenities. Well connected location with near by school, shopping mall, hospital, airportRead more","₹5,151 per sqft ",₹1.96 Cr 
"4 BHK Apartment for Sale in Ascon Surya Green View, Vesu Surat",Carpet Area,1650 sqft,Resale,Ready to Move,12 out of 12,Unfurnished,North - East,Altra Luxurious 4 Bhk Flat For Sell In Vesu,"₹6,333 per sqft ",₹1.90 Cr 
"5 BHK Penthouse for Sale in Avadh Onella, Dumas Road Surat",Super Area,6316 sqft,Unfurnished,Poss. by Dec '26,New Property,Avadh Onella,1 Open,"Penthouse for Sale in Dumas Road, Surat. Covered area is 6316.0  Sq-ft. This property belongs to ""Avadh Onella"" .Read more","₹5,000 per sqft ",₹3.15 Cr 
"4 BHK Apartment for Sale in Ambience, Vesu Surat",Super Area,3325 sqft,Unfurnished,Poss. by Jan '25,New Property,Ambience,4,"Multistorey Apartment for Sale in Vesu, Surat. Covered area is 3325.0  Sq-ft. This property belongs to ""Ambience"" .Read more","₹6,336 per sqft ",₹2.10 Cr 
"4 BHK Apartment for Sale in Pratham Ganesa, Pal Gam Surat",Carpet Area,1778 sqft,New Property,Ready to Move,6 out of 11,Unfurnished,East,The project has 3  4 bhk multistorey apartments. The project has 4 towers of 11 storeys. All the apartments has east west entry as per vastu compliance. The project is near by schools markets and close to main road. The project has all the amenities with parkingsRead more,"₹5,100 per sqft ",₹1.64 Cr 
3 BHK Apartment for Sale in Vesu Surat,Super Area,2700 sqft,New Property,Poss. by Dec '27,5 out of 13,Unfurnished,East,A huge Campus with Luxurious amenities and Breathtaking view,"₹6,351 per sqft ",₹1.71 Cr 
"4 BHK Apartment for Sale in Rajhans Zorista, Vesu Surat",Super Area,3500 sqft,New Property,Poss. by Jan '25,5 out of 12,Unfurnished,South -West,Luxurious Flat For Sell In Ultra Modern Aminities In Vesu Prime Location .Read more,"₹6,051 per sqft ",₹2.11 Cr 
5 BHK Penthouse for Sale in Pal Surat,Super Area,4000 sqft,New Property,Poss. by Jan '25,12 out of 13,Unfurnished,East,5 BHK Luxurious Pentahouse For Sell In Pal Prime Location .,"₹4,988 per sqft ",₹1.99 Cr 
"4 BHK Apartment for Sale in Shivansh Heights, Adajan Surat",Super Area,3500 sqft,New Property,Poss. by Dec '25,5 out of 13,Unfurnished,East,"Shivansh heights is one of the most popular destination for buying apartments flats in pal, surat. You too can be a part of this society by purchasing this 4 bhk flat here. The flat is facing the east direction. The floor plan additionally contains 4 bedrooms, 4 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 3500 sq.Ft. The residential building has 10 floors in total and the flat for sale is located on the 7th floor.Read more","₹5,857 per sqft ",₹2.04 Cr 
"3 BHK Apartment for Sale in Sangini Evoq, Vesu Surat",Super Area,2829 sqft,New Property,Ready to Move,3 out of 19,Unfurnished,North,"he beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provide a pleasant living experience for you. This residential project ensures a 247 water supply for its residents.Read more","₹6,696 per sqft ",₹1.89 Cr 
4 BHK Apartment for Sale in Vesu Surat,Super Area,4000 sqft,Resale,Ready to Move,4 out of 20,Unfurnished,South -West,"Book Your Ultra Luxurious 4BHK Flat At 2nd VIP Road, All Ultra Luxurious Amenities In The Campus, For More Details and Site Visit Please Call MeRead more","₹6,300 per sqft ",₹2.52 Cr 
3 BHK Apartment for Sale in Rander Road Surat,Carpet Area,1238 sqft,New Property,Poss. by Mar '27,10 out of 21,Unfurnished,South -West,"2  3 bhk luxurious projectDefining luxury through amenities development project presenting rajhans unica. Witnessing the extraordinary design in every detail, a project so unique in nature and we have the opportunity to give this canvas a designcore touch and elevate the space into a luxury living experienceRead more","₹7,200 per sqft ",₹1.62 Cr 
4 BHK Apartment for Sale in Vesu Surat,Carpet Area,1870 sqft,Unfurnished,Poss. by Jun '26,New Property,East,Main Road,"Vastu Complaint flats, Only 2 flats per floor, Ultra Modern Amenities.Read more","₹5,600 per sqft ",₹1.90 Cr 
"4 BHK Apartment for Sale in Avadh Miliana, Vesu Surat",Super Area,5500 sqft,New Property,Poss. by Dec '26,5 out of 12,Unfurnished,East,These Splendid saces are located among alluring greeneries and secured premisesAim to Redeine a new Dimension Of Luxury and Relaxation.Read more,"₹7,191 per sqft ",₹3.95 Cr 
4 BHK Apartment for Sale in Dumas Road Surat,Carpet Area,2034 sqft,New Property,Poss. by Aug '25,4 out of 10,Unfurnished,East,"Project name is The boulevardAmenities  Banquet Hall, Outdoor  VIP Lounge ,Multi Purpose Lawn , Gymnasium ,Wellness Centre , Deck Seating , Camp Fire , Waterbody , Cycling Track , Fountain , Chit Chat CornerRead more","₹5,000 per sqft ",₹2.26 Cr 
"4 BHK Apartment for Sale in Samprati Palace, Vesu Surat",Carpet Area,1855 sqft,Resale,Ready to Move,9 out of 12,Unfurnished,South -West,High class Society with complete luxurious amenities,"₹6,706 per sqft ",₹2.26 Cr 
"5 BHK Apartment for Sale in Surya Heritage, Vesu Surat",Super Area,7150 sqft,New Property,Ready to Move,8 out of 12,Unfurnished,East,5 bhk lusurious and very spacious flat for sale in SURYA HERITAGE NEAR HAPPY EXCELENCIA VESU SURAT. NR SURAT AIRPORT AND DIAMOND BOURSE. POSSESSION IN 4 TO 6 MONTHRead more,"₹7,800 per sqft ",₹5.57 Cr 
"4 BHK Apartment for Sale in Swagat Rasik Villa, Vesu Surat",Super Area,3851 sqft,Resale,Ready to Move,12 out of 13,Furnished,East,"Situated in vesu, surat, rasik villa is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in surat is your opportunity to be a part of this community. The floor plan additionally contains 4 bedrooms, 5 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 3851 sq.Ft. The residential building has 13 floors in total and the flat for sale is located on the 12th floor. This is a ready to move project and the property is 10 years old. The flat comes well built with marble flooring options. The society is well equippedRead more","₹5,059 per sqft ",₹1.94 Cr 
4 BHK Apartment for Sale in Vesu Surat,Super Area,3100 sqft,New Property,Poss. by Nov '25,5 out of 13,Unfurnished,East,Luxurious property with great amenities,"₹5,871 per sqft ",₹1.82 Cr 
4 BHK Apartment for Sale in Dumas Road Surat,Super Area,3581 sqft,New Property,Poss. by Mar '26,9 out of 13,Unfurnished,South -West,lifestyle that satisfy your every single wish,"₹5,613 per sqft ",₹2.01 Cr 
"6 BHK Apartment for Sale in Roland Towers, Magdalla Surat",Super Area,7600 sqft,New Property,Poss. by Aug '24,9 out of 10,Unfurnished,North,"7600 square feet, river facing, premium penthouse, covering 2 floors, with a private terrace, 6 BHK, 4 car park, with EV charging facility, gymnasium, senior citizen garden, cc camera , 24x7 security, meditation yoga deck, 12 feet height, jogging track, italion marble and wooden flooring, a  penthouse with river view, and located in peaceful area near v r mall.Read more","₹8,900 per sqft ",₹6.76 Cr 
4 BHK Apartment for Sale in Pal Road Surat,Super Area,3800 sqft,Resale,Poss. by May '26,5 out of 12,Unfurnished,East,4 BHK Luxurious Flat For Sell In Gaurav Path Pal Prime Location With All Aminities.Read more,"₹4,868 per sqft ",₹1.85 Cr 
4 BHK Penthouse for Sale in VIP Road Surat,Carpet Area,2000 sqft,New Property,Ready to Move,7 out of 18,Unfurnished,East,Tiles selection option available,"₹7,500 per sqft ",₹3 Cr 
"4 BHK Apartment for Sale in Milestone Regalia, Vesu Surat",Super Area,3200 sqft,Resale,Poss. by May '25,3 out of 13,Unfurnished,East,,"₹5,500 per sqft ",₹1.76 Cr 
"4 BHK Apartment for Sale in The Atmosphere Serene, Vesu Surat",Super Area,3150 sqft,New Property,Poss. by Dec '24,3 out of 18,Unfurnished,East,Ultra luxurious 4 bhk flats for sell in vesu canal road.,"₹6,491 per sqft ",₹2.04 Cr 
"4 BHK Apartment for Sale in Rajhans Cremona, Vesu Surat",Carpet Area,2250 sqft,New Property,Ready to Move,7 out of 13,Unfurnished,North - East,Luxurious 4 Bhk Flat For Sell In Vesu,"₹6,805 per sqft ",₹2.79 Cr 
